PacketCounter,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3]
46780,9.995952,-0.094208,-0.478267,0.235258,-0.348765,0.186297,-0.033305,0.001879,0.088063,-0.706543,-0.045654,0.008301,0.099960,-0.000899,-0.004783,1.000000,-0.000167,0.000009,0.000440,0.176977,-0.709922,-0.150174,-0.664935,-135.828868,-85.755839,-17.401549,0.070620,-0.022133,0.997258,0.448580,-0.892254,-0.051568,0.890948,0.450992,-0.053082
46781,9.798464,-0.170442,-0.380876,0.278067,-0.241207,-0.012253,-0.024228,0.007365,0.072905,-0.709717,-0.048584,0.006592,0.097985,-0.001669,-0.003812,1.000000,-0.000121,0.000037,0.000365,0.177206,-0.709993,-0.149768,-0.664889,-135.309999,-85.721173,-17.934874,0.070985,-0.022975,0.997213,0.448313,-0.892335,-0.052471,0.891053,0.450789,-0.053042
46782,9.658992,-0.122736,-0.361958,0.308901,-0.277910,-0.155071,-0.035470,0.007328,0.052335,-0.712402,-0.041504,0.010498,0.096590,-0.001203,-0.003623,1.000000,-0.000177,0.000037,0.000262,0.177277,-0.710049,-0.149454,-0.664881,-135.000404,-85.700404,-18.264561,0.071195,-0.023497,0.997186,0.447975,-0.892473,-0.053013,0.891207,0.450489,-0.053013
46783,9.579880,0.007029,-0.379425,0.348085,-0.404885,-0.240174,-0.039238,0.003378,0.030930,-0.708252,-0.040039,0.009033,0.095799,0.000084,-0.003796,1.000000,-0.000196,0.000017,0.000155,0.177308,-0.710115,-0.149153,-0.664870,-134.751023,-85.681004,-18.536290,0.071402,-0.023941,0.997160,0.447605,-0.892631,-0.053483,0.891376,0.450152,-0.053020
46784,9.668128,-0.037904,-0.426680,0.293042,-0.389884,-0.147373,-0.052396,0.001643,0.005763,-0.704346,-0.037598,0.011719,0.096681,-0.000377,-0.004267,1.000000,-0.000262,0.000008,0.000029,0.177160,-0.710170,-0.148953,-0.664895,-134.734635,-85.676715,-18.581671,0.071454,-0.024022,0.997155,0.447149,-0.892855,-0.053551,0.891601,0.449703,-0.053057
46785,9.730013,-0.015577,-0.507078,0.236431,-0.448023,-0.082636,-0.053498,-0.004541,-0.019058,-0.706055,-0.049316,0.014404,0.097300,-0.000166,-0.005069,1.000000,-0.000267,-0.000023,-0.000095,0.176965,-0.710236,-0.148792,-0.664912,-134.807933,-85.674759,-18.537991,0.071505,-0.023978,0.997152,0.446687,-0.893089,-0.053507,0.891828,0.449241,-0.053150
46786,9.747769,-0.030088,-0.483398,0.251546,-0.422290,-0.065278,-0.059785,0.001136,-0.037308,-0.701172,-0.041748,0.011475,0.097478,-0.000321,-0.004834,1.000000,-0.000299,0.000006,-0.000187,0.176647,-0.710268,-0.148720,-0.664980,-135.028931,-85.687747,-18.349552,0.071369,-0.023671,0.997169,0.446196,-0.893356,-0.053142,0.892085,0.448725,-0.053196
46787,9.664977,-0.201914,-0.401630,0.240820,-0.227316,-0.142931,-0.057036,-0.001628,-0.052926,-0.703125,-0.042480,0.016357,0.096649,-0.002046,-0.004015,1.000000,-0.000285,-0.000008,-0.000265,0.176327,-0.710302,-0.148668,-0.665040,-135.275638,-85.700936,-18.133988,0.071239,-0.023331,0.997186,0.445727,-0.893613,-0.052751,0.892330,0.448231,-0.053261
46788,9.742662,-0.271236,-0.340171,0.268356,-0.134398,-0.064935,-0.054182,-0.002977,-0.064875,-0.716309,-0.051025,0.008545,0.097426,-0.002745,-0.003400,1.000000,-0.000271,-0.000015,-0.000324,0.175935,-0.710321,-0.148716,-0.665113,-135.668557,-85.723180,-17.769931,0.071017,-0.022760,0.997215,0.445305,-0.893861,-0.052114,0.892558,0.447766,-0.053344
46789,9.856617,-0.404068,-0.528487,0.047009,-0.097281,0.065763,-0.049485,0.001936,-0.079822,-0.703369,-0.049072,0.014648,0.098564,-0.004081,-0.005285,1.000000,-0.000247,0.000010,-0.000399,0.175553,-0.710315,-0.148783,-0.665205,-136.046450,-85.748618,-17.418493,0.070733,-0.022191,0.997248,0.444923,-0.894089,-0.051454,0.892771,0.447338,-0.053368
46790,9.933286,-0.580068,-0.646126,-0.134288,0.012952,0.157565,-0.037418,0.003467,-0.083422,-0.707031,-0.043213,0.010986,0.099330,-0.005843,-0.006462,1.000000,-0.000187,0.000017,-0.000417,0.175163,-0.710284,-0.148947,-0.665304,-136.507600,-85.780488,-16.976408,0.070372,-0.021483,0.997289,0.444663,-0.894265,-0.050641,0.892929,0.447022,-0.053378
